Sno,Song,Artist,ArtistID,Cluster
628,Want to Want Me,Jason Derulo,98,1
629,Talk Dirty (feat. 2 Chainz),Jason Derulo,98,1
630,Wiggle (feat. Snoop Dogg),Jason Derulo,98,1
631,Want to Want Me,Jason Derulo,98,1
632,Cheyenne,Jason Derulo,98,1
633,Get Ugly,Jason Derulo,98,1
634,The One,The Chainsmokers,99,1
635,Break Up Every Night,The Chainsmokers,99,1
636,Bloodstream,The Chainsmokers,99,3
637,Setting Fires,The Chainsmokers,99,3
638,All We Know (feat. Phoebe Ryan),The Chainsmokers,99,1
639,Closer (feat. Halsey),The Chainsmokers,99,2
640,Roses (feat. ROZES),The Chainsmokers,99,1
641,New York City,The Chainsmokers,99,3
642,Until You Were Gone (feat. Emily Warren),The Chainsmokers,99,3
643,Skinny Love,Birdy,100,2
644,Wings,Birdy,100,3
645,Heart of Gold,Birdy,100,1
646,Growing Pains,Birdy,100,3
647,Shadow,Birdy,100,2
648,Keeping Your Head Up,Birdy,100,3
649,Skinny Love,Birdy,100,2
650,Wings,Birdy,100,3
651,Heart of Gold,Birdy,100,1
652,Rockstar,A Great Big World,101,1
653,Land of Opportunity,A Great Big World,101,1
654,Already Home,A Great Big World,101,1
655,All I Want Is Love,A Great Big World,101,1
656,Kaleidoscope,A Great Big World,101,1
657,End of the World,A Great Big World,101,3
658,When I Was a Boy,A Great Big World,101,3
659,Chandelier,Sia,102,3
660,Big Girls Cry,Sia,102,3
661,Burn the Pages,Sia,102,3
662,Bird Set Free,Sia,102,3
663,Alive,Sia,102,3
664,One Million Bullets,Sia,102,0
665,The Fight,Sia,102,0
666,Clap Your Hands,Sia,102,1
667,Stop Trying,Sia,102,3
668,3AM (Pull Up) [feat. MØ],Charli XCX,103,3
669,Blame It On U,Charli XCX,103,1
670,Backseat (feat. Carly Rae Jepsen),Charli XCX,103,0
671,Out of My Head (feat. Tove Lo and ALMA),Charli XCX,103,1
672,Lucky,Charli XCX,103,2
673,Smile,Lily Allen,104,3
674,Knock 'Em Out,Lily Allen,104,3
675,LDN,Lily Allen,104,1
676,Everyone's At It,Lily Allen,104,0
677,The Fear,Lily Allen,104,2
678,Not Fair,Lily Allen,104,1
679,Sheezus,Lily Allen,104,1
680,L8 CMMR,Lily Allen,104,1
681,Air Balloon,Lily Allen,104,1
682,Cannonball,Lea Michele,105,3
683,On My Way,Lea Michele,105,3
684,Burn with You,Lea Michele,105,3
685,It's the Most Wonderful Time of the Year,Lea Michele,105,2
686,Have Yourself a Merry Little Christmas,Lea Michele,105,2
687,Christmas in New York,Lea Michele,105,2
688,Eraser,Ed Sheeran,106,1
689,Castle on the Hill,Ed Sheeran,106,3
690,Dive,Ed Sheeran,106,1
691,Before You Go,Lewis Capaldi,178,2
