Sno,Song,Artist,ArtistID,acousticness,danceability,liveness,loudness,speechiness,valence,energy,Cluster
439,Tuscan Leather,Drake,67,0.114,0.43200000000000005,0.23600000000000002,0.8516932422171604,0.43700000000000006,0.29600000000000004,0.6809999999999999,3
440,Furthest Thing,Drake,67,0.149,0.485,0.0568,0.8559149582384209,0.142,0.267,0.78,3
441,Started From the Bottom,Drake,67,0.0331,0.794,0.156,0.7779195140470769,0.161,0.56,0.523,1
442,Love Song,Sara Bareilles,68,0.0208,0.583,0.188,0.9202733485193624,0.0301,0.573,0.7859999999999999,3
443,Vegas,Sara Bareilles,68,0.00881,0.629,0.182,0.838025816249051,0.0305,0.6,0.603,3
444,Bottle It Up,Sara Bareilles,68,0.20199999999999999,0.647,0.157,0.8893242217160214,0.0298,0.706,0.718,1
445,Kaleidoscope Heart,Sara Bareilles,68,0.8059999999999999,0.455,0.0817,0.6557023538344724,0.0927,0.235,0.0516,2
446,Uncharted,Sara Bareilles,68,0.285,0.456,0.0343,0.902566438876234,0.0435,0.7240000000000001,0.728,3
447,Gonna Get Over You,Sara Bareilles,68,0.0199,0.619,0.126,0.874715261958998,0.0301,0.605,0.799,3
448,Once Upon Another Time,Sara Bareilles,68,0.8959999999999999,0.275,0.231,0.5751860288534549,0.0493,0.0551,0.21600000000000003,2
449,Stay,Sara Bareilles,68,0.589,0.262,0.14,0.7576613515565681,0.031,0.18100000000000002,0.341,2
450,Lie to Me,Sara Bareilles,68,0.0516,0.6829999999999999,0.0937,0.806803340926348,0.0425,0.795,0.622,1
451,Ten Thousand Hours,Macklemore & Ryan Lewis,69,0.19899999999999998,0.374,0.14400000000000002,0.7859073652239941,0.305,0.535,0.758,3
452,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,69,0.0619,0.7809999999999999,0.0457,0.8035535307517085,0.293,0.662,0.526,1
453,Ten Thousand Hours,Macklemore & Ryan Lewis,69,0.19899999999999998,0.374,0.14400000000000002,0.7859073652239941,0.305,0.535,0.758,3
454,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,69,0.0619,0.7809999999999999,0.0457,0.8035535307517085,0.293,0.662,0.526,1
455,Ten Thousand Hours,Macklemore & Ryan Lewis,69,0.19899999999999998,0.374,0.14400000000000002,0.7859073652239941,0.305,0.535,0.758,3
456,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,69,0.0619,0.7809999999999999,0.0457,0.8035535307517085,0.293,0.662,0.526,1
457,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,70,0.228,0.5579999999999999,0.10400000000000001,0.8378132118451027,0.036000000000000004,0.228,0.522,3
458,Express Yourself,Labrinth,70,0.10800000000000001,0.631,0.0793,0.9007137433561125,0.172,0.485,0.778,1
459,Let the Sun Shine,Labrinth,70,0.37799999999999995,0.631,0.262,0.8947000759301444,0.0349,0.441,0.7829999999999999,2
460,New Girl,Labrinth,70,0.982,0.6679999999999999,0.0775,0.3911313591495825,0.0615,0.127,0.0817,2
461,Formula,Labrinth,70,0.0415,0.5720000000000001,0.146,0.8313743356112379,0.0409,0.226,0.664,3
462,Preparing for Call,Labrinth,70,0.0551,0.679,0.145,0.566438876233865,0.078,0.28800000000000003,0.493,1
463,Closer,Ne-Yo,71,0.0321,0.71,0.18,0.8199240698557329,0.0754,0.529,0.7509999999999999,1
464,Nobody,Ne-Yo,71,0.654,0.42200000000000004,0.113,0.500531511009871,0.0965,0.26899999999999996,0.28800000000000003,2
465,Single,Ne-Yo,71,0.0617,0.701,0.10800000000000001,0.8434927866362948,0.0713,0.23600000000000002,0.9079999999999999,1
466,Cracks in Mr. Perfect,Ne-Yo,71,0.0805,0.518,0.51,0.7554745634016706,0.278,0.397,0.723,0
467,Lazy Love,Ne-Yo,71,0.218,0.41,0.0895,0.7700227790432803,0.0978,0.215,0.591,3
468,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,71,0.239,0.6659999999999999,0.348,0.8132118451025059,0.034,0.26,0.68,1
469,Because of You,Ne-Yo,71,0.528,0.81,0.0951,0.8400303720577071,0.0356,0.828,0.5379999999999999,2
470,Can We Chill,Ne-Yo,71,0.0995,0.769,0.149,0.8830675778283981,0.0922,0.62,0.797,1
471,Intro,Ariana Grande,72,0.9690000000000001,0.447,0.327,0.6379043280182234,0.0324,0.096,0.182,2
472,One Last Time,Ariana Grande,72,0.09300000000000001,0.628,0.096,0.8627486712224754,0.0323,0.10400000000000001,0.593,1
473,Moonlight,Ariana Grande,72,0.41700000000000004,0.626,0.048,0.7928018223234626,0.0292,0.209,0.41200000000000003,2
474,Dangerous Woman,Ariana Grande,72,0.0529,0.662,0.35600000000000004,0.8526347760060746,0.0401,0.29,0.602,1
475,Be Alright,Ariana Grande,72,0.16899999999999998,0.813,0.105,0.7828397873955962,0.0685,0.5870000000000001,0.456,1
476,Filthy,Justin Timberlake,73,0.0354,0.745,0.24600000000000002,0.840425208807897,0.138,0.645,0.579,1
477,Midnight Summer Jam,Justin Timberlake,73,0.10099999999999999,0.805,0.183,0.8578283978739561,0.0438,0.721,0.759,1
478,Sauce,Justin Timberlake,73,0.0598,0.727,0.312,0.8649050873196661,0.0401,0.8009999999999999,0.85,1
479,Señorita,Justin Timberlake,73,0.0729,0.841,0.0742,0.853181473044799,0.0442,0.87,0.629,1
480,(Oh No) What You Got,Justin Timberlake,73,0.266,0.8109999999999999,0.156,0.8039179954441915,0.0791,0.9,0.7829999999999999,1
481,FutureSex / LoveSound,Justin Timberlake,73,0.11699999999999999,0.853,0.111,0.8240242976461657,0.0702,0.836,0.8390000000000001,1
482,SexyBack (feat. Timbaland),Justin Timberlake,73,0.0584,0.9670000000000001,0.0519,0.8467729688686411,0.0789,0.9640000000000001,0.583,1
483,Medley: Sexy Ladies / Let Me Talk to You (Prelude),Justin Timberlake,73,0.0124,0.693,0.0871,0.8375398633257405,0.285,0.596,0.435,1
484,I Love It (feat. Charli XCX),Icona Pop,75,0.00952,0.711,0.153,0.9345785876993168,0.0284,0.8240000000000001,0.9059999999999999,1
485,All Night,Icona Pop,75,0.00274,0.6,0.831,0.9121336370539106,0.0357,0.636,0.905,0
486,We Got the World,Icona Pop,75,0.00156,0.501,0.18600000000000003,0.8991040242976464,0.0754,0.376,0.9309999999999999,3
487,I Love It (feat. Charli XCX) [Cobra Starship Remix] [Radio Edit],Icona Pop,75,0.0926,0.773,0.161,0.8664236902050115,0.196,0.34,0.97,1
488,I Love It (feat. Charli XCX) [Nari & Milani Radio Edit],Icona Pop,75,0.0017,0.6,0.312,0.8090508731966592,0.0565,0.193,0.904,3
489,I Love It (feat. Charli XCX) [Style of Eye Remix],Icona Pop,75,0.0478,0.6890000000000001,0.084,0.7952619589977223,0.0514,0.145,0.9159999999999999,1
490,I Love It (feat. Charli XCX),Icona Pop,75,0.00952,0.711,0.153,0.9345785876993168,0.0284,0.8240000000000001,0.9059999999999999,1
491,All Night,Icona Pop,75,0.00274,0.6,0.831,0.9121336370539106,0.0357,0.636,0.905,0
492,We Got the World,Icona Pop,75,0.00156,0.501,0.18600000000000003,0.8991040242976464,0.0754,0.376,0.9309999999999999,3
493,Clumsy,Fergie,76,0.191,0.731,0.29600000000000004,0.892817008352316,0.131,0.452,0.563,1
494,Labels or Love,Fergie,76,0.0623,0.802,0.299,0.8159757023538347,0.0857,0.8909999999999999,0.9390000000000001,1
495,Barracuda,Fergie,76,0.00157,0.515,0.185,0.873986332574032,0.237,0.245,0.9640000000000001,3
496,Hungry (feat. Rick Ross),Fergie,76,0.0261,0.688,0.254,0.8339863325740321,0.0687,0.16,0.698,1
497,Like It Ain't Nuttin',Fergie,76,0.00201,0.8340000000000001,0.139,0.787972665148064,0.0442,0.251,0.501,1
498,You Already Know (feat. Nicki Minaj) [Interlude Version],Fergie,76,0.11,0.626,0.20600000000000002,0.7786788154897496,0.23199999999999998,0.182,0.46799999999999997,1
499,Wings,Little Mix,77,0.0006730000000000001,0.738,0.285,0.9203037205770693,0.127,0.5379999999999999,0.875,1
500,DNA,Little Mix,77,0.0325,0.536,0.12,0.8672437357630982,0.0492,0.325,0.696,3
501,Change Your Life,Little Mix,77,0.0786,0.514,0.359,0.8938800303720579,0.0406,0.361,0.7559999999999999,3
502,Salute,Little Mix,77,0.0992,0.6409999999999999,0.285,0.8540015186028855,0.051,0.35200000000000004,0.732,1
503,Move,Little Mix,77,0.00436,0.85,0.5489999999999999,0.8769020501138954,0.0918,0.765,0.741,0
504,Little Me,Little Mix,77,0.20600000000000002,0.371,0.18100000000000002,0.8610478359908886,0.0785,0.544,0.795,3
505,Black Magic,Little Mix,77,0.0348,0.777,0.317,0.8801214882308278,0.0618,0.826,0.895,1
506,Love Me Like You,Little Mix,77,0.20800000000000002,0.785,0.285,0.8961579347000761,0.043,0.848,0.674,1
507,Weird People,Little Mix,77,0.0143,0.746,0.391,0.8946697038724376,0.054000000000000006,0.7859999999999999,0.877,1
508,I Go Back,Selena Gomez,79,0.00905,0.5479999999999999,0.0966,0.8907213363705393,0.0495,0.5760000000000001,0.7879999999999999,3
509,When the Sun Goes Down,Selena Gomez,79,0.0892,0.68,0.0353,0.8994077448747154,0.0767,0.89,0.799,1
510,Round & Round,Selena Gomez,79,0.00242,0.537,0.584,0.8922399392558847,0.0705,0.5720000000000001,0.691,0
511,A Year Without Rain,Selena Gomez,79,0.0125,0.627,0.111,0.854851936218679,0.0431,0.409,0.81,1
512,Rock God,Selena Gomez,79,0.0437,0.743,0.0759,0.9117995444191346,0.166,0.841,0.873,1
513,Sucker,Jonas Brothers,81,0.0427,0.8420000000000001,0.106,0.8618678815489751,0.0588,0.9520000000000001,0.7340000000000001,1
514,Cool,Jonas Brothers,81,0.00873,0.6829999999999999,0.156,0.8490508731966593,0.0423,0.62,0.598,1
515,Only Human,Jonas Brothers,81,0.10800000000000001,0.795,0.0645,0.8370235383447231,0.0722,0.8740000000000001,0.496,1
516,That's Just the Way We Roll,Jonas Brothers,81,0.0048,0.552,0.12300000000000001,0.9132270311313594,0.0394,0.77,0.855,3
517,Hold On,Jonas Brothers,81,0.0038200000000000005,0.46799999999999997,0.368,0.9077296886864087,0.132,0.8170000000000001,0.892,3
518,BB Good,Jonas Brothers,81,0.0294,0.6559999999999999,0.0546,0.8573728170083526,0.0398,0.8909999999999999,0.9009999999999999,1
519,Silent Night,Mariah Carey,82,0.812,0.17,0.113,0.6611693242217163,0.0347,0.244,0.36200000000000004,2
520,All I Want For Christmas Is You,Mariah Carey,82,0.16399999999999998,0.335,0.0708,0.7890660592255128,0.0386,0.34600000000000003,0.625,3
521,O Holy Night,Mariah Carey,82,0.36700000000000005,0.36200000000000004,0.154,0.7967805618830678,0.0287,0.192,0.505,2
522,Touch My Body,Mariah Carey,82,0.0996,0.715,0.22399999999999998,0.7807441154138195,0.0502,0.84,0.665,1
523,Goodies,Ciara,83,0.0277,0.826,0.298,0.8241761579347002,0.0491,0.872,0.647,1
524,"One, Two Step",Ciara,83,0.042,0.9440000000000001,0.0379,0.6828246013667427,0.161,0.8420000000000001,0.511,1
525,Thug Style,Ciara,83,0.0987,0.8320000000000001,0.109,0.7348823082763859,0.23399999999999999,0.609,0.425,1
526,Goodies,Ciara,83,0.0277,0.826,0.298,0.8241761579347002,0.0491,0.872,0.647,1
527,"One, Two Step",Ciara,83,0.042,0.9440000000000001,0.0379,0.6828246013667427,0.161,0.8420000000000001,0.511,1
528,Thug Style,Ciara,83,0.0987,0.8320000000000001,0.109,0.7348823082763859,0.23399999999999999,0.609,0.425,1
529,Jackie (B.M.F.),Ciara,83,0.0139,0.52,0.39299999999999996,0.8468337129840549,0.161,0.228,0.738,0
530,That's How I'm Feelin' (feat. Pitbull & Missy Elliott),Ciara,83,0.00411,0.846,0.375,0.8074411541381931,0.0664,0.317,0.812,1
531,Lullaby,Ciara,83,0.24,0.775,0.361,0.7952012148823084,0.0595,0.361,0.51,1
532,Who Will Save Your Soul,Jewel,84,0.7040000000000001,0.6859999999999999,0.13,0.720728929384966,0.0419,0.753,0.467,2
533,Pieces of You,Jewel,84,0.925,0.41,0.735,0.6372968868640851,0.0352,0.16699999999999998,0.132,2
534,Little Sister,Jewel,84,0.884,0.424,0.867,0.6080485952923311,0.0442,0.485,0.233,2
535,Stronger Woman,Jewel,84,0.17300000000000001,0.441,0.27,0.8907820804859531,0.0453,0.561,0.804,3
536,I Do,Jewel,84,0.237,0.736,0.0495,0.8603796507213366,0.0374,0.5710000000000001,0.7190000000000001,1
537,Love Is a Garden,Jewel,84,0.434,0.624,0.11900000000000001,0.8765983295368263,0.0349,0.324,0.557,2
538,No Good In Goodbye,Jewel,84,0.0202,0.446,0.0813,0.8960060744115416,0.0718,0.715,0.858,3
539,I Love You Forever,Jewel,84,0.156,0.7120000000000001,0.166,0.9261655277145029,0.0292,0.581,0.8420000000000001,1
540,Fading,Jewel,84,0.6940000000000001,0.47200000000000003,0.0947,0.702627182991648,0.0301,0.665,0.324,2
541,Motivation (feat. Lil Wayne),Kelly Rowland,85,0.0072299999999999994,0.613,0.41100000000000003,0.8184662110858012,0.0461,0.364,0.748,0
542,Like This (feat. Eve),Kelly Rowland,85,0.00193,0.6759999999999999,0.0627,0.8345937737281703,0.267,0.489,0.73,1
543,Comeback,Kelly Rowland,85,0.0443,0.785,0.0454,0.7958694001518605,0.10400000000000001,0.8740000000000001,0.703,1
544,Ghetto (feat. Snoop Dogg),Kelly Rowland,85,0.0414,0.612,0.218,0.8369931662870161,0.308,0.7290000000000001,0.693,3
545,Freak,Kelly Rowland,85,0.125,0.65,0.121,0.8622323462414581,0.0581,0.44799999999999995,0.782,1
546,Kisses Down Low,Kelly Rowland,85,0.0168,0.632,0.10400000000000001,0.7325132877752469,0.0678,0.23800000000000002,0.7240000000000001,1
547,Love in the Future (Intro),John Legend,86,0.943,0.302,0.349,0.7727866362946092,0.0336,0.359,0.373,2
548,The Beginning...,John Legend,86,0.49200000000000005,0.516,0.273,0.8500835231586942,0.242,0.5660000000000001,0.8340000000000001,2
549,Open Your Eyes,John Legend,86,0.5760000000000001,0.6629999999999999,0.237,0.8485041761579348,0.0287,0.611,0.6990000000000001,2
550,Save Room,John Legend,86,0.0457,0.69,0.0969,0.8294912680334094,0.0264,0.375,0.5720000000000001,1
551,Heaven,John Legend,86,0.11800000000000001,0.418,0.187,0.8216552771450267,0.259,0.446,0.8240000000000001,3
552,Stereo,John Legend,86,0.055,0.733,0.16899999999999998,0.813181473044799,0.033,0.732,0.701,1
553,I Know Better,John Legend,86,0.802,0.369,0.185,0.8169779802581627,0.0347,0.262,0.42200000000000004,2
554,Penthouse Floor (feat. Chance the Rapper),John Legend,86,0.451,0.6709999999999999,0.10099999999999999,0.8708883826879273,0.368,0.767,0.742,2
555,Darkness and Light (feat. Brittany Howard),John Legend,86,0.16,0.593,0.0765,0.9028094153378894,0.183,0.6,0.7829999999999999,3
556,Money On My Mind,Sam Smith,87,0.204,0.688,0.22899999999999998,0.8572513287775249,0.179,0.743,0.841,1
557,Good Thing,Sam Smith,87,0.634,0.615,0.336,0.690478359908884,0.0529,0.27,0.311,2
558,Stay With Me,Sam Smith,87,0.49700000000000005,0.473,0.10300000000000001,0.6937889141989371,0.0418,0.16899999999999998,0.33799999999999997,2
559,Too Good at Goodbyes,Sam Smith,87,0.64,0.6809999999999999,0.16899999999999998,0.7655277145026578,0.0432,0.47600000000000003,0.37200000000000005,2
560,Say It First,Sam Smith,87,0.7659999999999999,0.5660000000000001,0.111,0.7030827638572515,0.0914,0.156,0.40700000000000003,2
561,One Last Song,Sam Smith,87,0.36700000000000005,0.672,0.321,0.8204100227790435,0.0284,0.485,0.53,2
562,Safe With Me,Sam Smith,87,0.027999999999999997,0.62,0.37,0.808807896735004,0.0533,0.315,0.6629999999999999,3
563,Nirvana,Sam Smith,87,0.528,0.501,0.10099999999999999,0.7694457099468491,0.0475,0.39299999999999996,0.578,2
564,Can I Have It Like That,Pharrell Williams,88,0.129,0.745,0.0811,0.7869400151860291,0.239,0.376,0.525,1
565,How Does It Feel?,Pharrell Williams,88,0.23600000000000002,0.727,0.142,0.8581624905087322,0.266,0.863,0.934,1
566,Raspy Shit,Pharrell Williams,88,0.131,0.8190000000000001,0.259,0.8603189066059227,0.18600000000000003,0.7340000000000001,0.7929999999999999,1
567,Rude,MAGIC!,89,0.0423,0.774,0.305,0.8639939255884588,0.0389,0.9309999999999999,0.7559999999999999,1
568,No Evil,MAGIC!,89,0.0195,0.67,0.359,0.8765072133637055,0.0736,0.7440000000000001,0.867,1
569,Let Your Hair Down,MAGIC!,89,0.0934,0.649,0.182,0.8054062262718301,0.0497,0.466,0.5920000000000001,1
570,Have It All,MAGIC!,89,0.009000000000000001,0.657,0.175,0.8536066818526957,0.0441,0.728,0.8590000000000001,1
571,Lay You Down Easy (feat. Sean Paul),MAGIC!,89,0.0591,0.649,0.364,0.8663325740318908,0.0694,0.943,0.87,3
572,Gloria,MAGIC!,89,0.00165,0.521,0.26899999999999996,0.8903568716780563,0.0655,0.848,0.9490000000000001,3
573,Coins In a Fountain,Passenger,90,0.455,0.638,0.132,0.6878967350037968,0.0465,0.486,0.5529999999999999,2
574,27,Passenger,90,0.0165,0.54,0.0882,0.8102353834472288,0.0693,0.696,0.851,3
575,Heart's On Fire,Passenger,90,0.6409999999999999,0.41600000000000004,0.132,0.6414274867122249,0.0293,0.152,0.32899999999999996,2
576,Coins In a Fountain,Passenger,90,0.455,0.638,0.132,0.6878967350037968,0.0465,0.486,0.5529999999999999,2
577,27,Passenger,90,0.0165,0.54,0.0882,0.8102353834472288,0.0693,0.696,0.851,3
578,Heart's On Fire,Passenger,90,0.6409999999999999,0.41600000000000004,0.132,0.6414274867122249,0.0293,0.152,0.32899999999999996,2
579,Pompeii,Bastille,91,0.0973,0.68,0.324,0.8058921791951407,0.0422,0.568,0.69,1
580,Things We Lost in the Fire,Bastille,91,0.0636,0.5870000000000001,0.267,0.8675474563401673,0.0581,0.629,0.9179999999999999,3
581,Bad Blood,Bastille,91,0.0157,0.6629999999999999,0.0755,0.8487775246772971,0.0375,0.94,0.777,1
582,Pompeii,Bastille,91,0.0973,0.68,0.324,0.8058921791951407,0.0422,0.568,0.69,1
583,Things We Lost in the Fire,Bastille,91,0.0636,0.5870000000000001,0.267,0.8675474563401673,0.0581,0.629,0.9179999999999999,3
584,Bad Blood,Bastille,91,0.0157,0.6629999999999999,0.0755,0.8487775246772971,0.0375,0.94,0.777,1
585,Good Grief,Bastille,91,0.156,0.723,0.0975,0.6987395596051634,0.0873,0.8859999999999999,0.608,1
586,The Currents,Bastille,91,0.0686,0.581,0.0601,0.8710706150341687,0.0504,0.565,0.7390000000000001,3
587,An Act of Kindness,Bastille,91,0.535,0.402,0.503,0.899225512528474,0.10099999999999999,0.245,0.843,2
588,Tennis Court,Lorde,92,0.0126,0.764,0.257,0.7549582384206531,0.0609,0.428,0.5670000000000001,1
589,400 Lux,Lorde,92,0.0787,0.512,0.134,0.7617919514047078,0.0371,0.19399999999999998,0.474,3
590,Royals,Lorde,92,0.121,0.674,0.132,0.7270463173880033,0.122,0.337,0.428,1
591,Tennis Court,Lorde,92,0.0126,0.764,0.257,0.7549582384206531,0.0609,0.428,0.5670000000000001,1
592,400 Lux,Lorde,92,0.0787,0.512,0.134,0.7617919514047078,0.0371,0.19399999999999998,0.474,3
593,Royals,Lorde,92,0.121,0.674,0.132,0.7270463173880033,0.122,0.337,0.428,1
594,Green Light,Lorde,92,0.0209,0.594,0.0879,0.7784358390280943,0.0957,0.253,0.721,3
595,Sober,Lorde,92,0.17300000000000001,0.7959999999999999,0.126,0.7007744874715263,0.18100000000000002,0.516,0.467,1
596,Homemade Dynamite,Lorde,92,0.22899999999999998,0.7809999999999999,0.127,0.863933181473045,0.0764,0.175,0.5479999999999999,1
597,Tribute,John Newman,93,0.105,0.546,0.11,0.8198633257403192,0.044000000000000004,0.22399999999999998,0.584,3
598,Love Me Again,John Newman,93,0.004529999999999999,0.495,0.10300000000000001,0.8694912680334095,0.0441,0.213,0.894,3
599,Losing Sleep,John Newman,93,0.064,0.65,0.18,0.8677296886864088,0.0699,0.5489999999999999,0.862,1
600,All My Heart,John Newman,93,0.00121,0.40700000000000003,0.324,0.872680334092635,0.0785,0.6890000000000001,0.882,3
601,Something Special,John Newman,93,0.00119,0.531,0.254,0.8364768413059986,0.038,0.369,0.772,3
602,Love Me Again,John Newman,93,0.004529999999999999,0.495,0.10300000000000001,0.8694912680334095,0.0441,0.213,0.894,3
603,Love Me Again,John Newman,93,0.004529999999999999,0.495,0.10300000000000001,0.8694912680334095,0.0441,0.213,0.894,3
604,Love Me Again,John Newman,93,0.004529999999999999,0.495,0.10300000000000001,0.8694912680334095,0.0441,0.213,0.894,3
605,Intro,Disclosure,94,0.114,0.47700000000000004,0.366,0.7453606681852698,0.36200000000000004,0.47600000000000003,0.611,0
606,When a Fire Starts to Burn,Disclosure,94,0.00963,0.86,0.243,0.804434320425209,0.207,0.672,0.732,1
607,Intro,Disclosure,94,0.114,0.47700000000000004,0.366,0.7453606681852698,0.36200000000000004,0.47600000000000003,0.611,0
608,When a Fire Starts To Burn,Disclosure,94,0.00963,0.86,0.243,0.804434320425209,0.207,0.672,0.732,1
609,I Want You Back,Michael Jackson,95,0.245,0.7040000000000001,0.132,0.6848899012908125,0.0639,0.652,0.8109999999999999,1
610,ABC,Michael Jackson,95,0.0595,0.701,0.0825,0.9736066818526957,0.126,0.8140000000000001,0.9790000000000001,1
611,Wanna Be Startin' Somethin',Michael Jackson,95,0.0219,0.846,0.0623,0.8879574791192105,0.0438,0.899,0.922,1
612,Baby Be Mine,Michael Jackson,95,0.0848,0.843,0.0741,0.7032346241457861,0.0949,0.664,0.483,1
613,The Girl Is Mine (with Paul McCartney),Michael Jackson,95,0.26899999999999996,0.6709999999999999,0.18,0.8130296127562644,0.0558,0.6509999999999999,0.636,1
614,She Looks So Perfect,5 Seconds of Summer,96,0.0005690000000000001,0.494,0.327,0.8870159453302964,0.132,0.441,0.951,3
615,Good Girls,5 Seconds of Summer,96,0.0152,0.528,0.121,0.8576765375854216,0.0792,0.5760000000000001,0.9109999999999999,3
616,Money,5 Seconds of Summer,96,0.00549,0.517,0.361,0.861564160971906,0.2,0.5710000000000001,0.9129999999999999,3
617,She's Kinda Hot,5 Seconds of Summer,96,0.00182,0.664,0.109,0.8697342444950648,0.0317,0.889,0.9079999999999999,1
618,Hey Everybody!,5 Seconds of Summer,96,0.000938,0.753,0.10099999999999999,0.9022019741837511,0.0316,0.853,0.8029999999999999,1
619,She Looks So Perfect,5 Seconds of Summer,96,0.0005690000000000001,0.494,0.327,0.8870159453302964,0.132,0.441,0.951,3
620,Heartache On the Big Screen,5 Seconds of Summer,96,0.00235,0.6859999999999999,0.223,0.8719514047076691,0.0458,0.778,0.8029999999999999,1
621,The Only Reason,5 Seconds of Summer,96,8.19e-06,0.35,0.5579999999999999,0.8237813211845104,0.0464,0.299,0.812,0
622,Walk the Line,Iggy Azalea,97,0.266,0.621,0.27899999999999997,0.8292482915717542,0.22,0.742,0.899,1
623,Work,Iggy Azalea,97,0.0631,0.6990000000000001,0.414,0.866940015186029,0.14400000000000002,0.491,0.804,0
624,Walk the Line,Iggy Azalea,97,0.266,0.621,0.27899999999999997,0.8292482915717542,0.22,0.742,0.899,1
625,Talk Dirty (feat. 2 Chainz),Jason Derulo,98,0.0348,0.76,0.307,0.793348519362187,0.23199999999999998,0.759,0.652,1
626,Wiggle (feat. Snoop Dogg),Jason Derulo,98,0.0802,0.6970000000000001,0.162,0.8065603644646927,0.25,0.721,0.621,1
627,Trumpets,Jason Derulo,98,0.563,0.627,0.0962,0.8673652239939258,0.23600000000000002,0.64,0.703,2
628,Want to Want Me,Jason Derulo,98,0.009059999999999999,0.775,0.109,0.8484130599848142,0.0629,0.6559999999999999,0.68,1
629,Talk Dirty (feat. 2 Chainz),Jason Derulo,98,0.0348,0.76,0.307,0.793348519362187,0.23199999999999998,0.759,0.652,1
630,Wiggle (feat. Snoop Dogg),Jason Derulo,98,0.0802,0.6970000000000001,0.162,0.8065603644646927,0.25,0.721,0.621,1
631,Want to Want Me,Jason Derulo,98,0.009059999999999999,0.775,0.109,0.8484130599848142,0.0629,0.6559999999999999,0.68,1
632,Cheyenne,Jason Derulo,98,0.0126,0.652,0.12,0.8382384206529995,0.11599999999999999,0.289,0.7609999999999999,1
633,Get Ugly,Jason Derulo,98,0.0462,0.75,0.297,0.8690356871678058,0.12,0.539,0.6829999999999999,1
634,The One,The Chainsmokers,99,0.23800000000000002,0.76,0.294,0.670615034168565,0.0284,0.15,0.303,1
635,Break Up Every Night,The Chainsmokers,99,0.00411,0.624,0.0872,0.8347760060744117,0.0437,0.528,0.8059999999999999,1
636,Bloodstream,The Chainsmokers,99,0.0317,0.62,0.172,0.8368413059984816,0.0259,0.16399999999999998,0.627,3
637,Setting Fires,The Chainsmokers,99,0.017,0.627,0.261,0.8410326499620351,0.0376,0.561,0.7170000000000001,3
638,All We Know (feat. Phoebe Ryan),The Chainsmokers,99,0.0985,0.6659999999999999,0.11199999999999999,0.7493697798025818,0.0314,0.332,0.59,1
639,Closer (feat. Halsey),The Chainsmokers,99,0.414,0.748,0.111,0.8456492027334854,0.0338,0.6609999999999999,0.524,2
640,Roses (feat. ROZES),The Chainsmokers,99,0.0299,0.718,0.225,0.7832953682611998,0.0473,0.309,0.8079999999999999,1
641,New York City,The Chainsmokers,99,0.0127,0.564,0.133,0.8083219438116934,0.038,0.0624,0.639,3
642,Until You Were Gone (feat. Emily Warren),The Chainsmokers,99,0.0492,0.569,0.0569,0.7914958238420655,0.0461,0.363,0.635,3
643,Skinny Love,Birdy,100,0.9590000000000001,0.37200000000000005,0.13,0.7581776765375856,0.05,0.149,0.304,2
644,Wings,Birdy,100,0.0831,0.474,0.162,0.8779954441913442,0.0253,0.22399999999999998,0.7070000000000001,3
645,Heart of Gold,Birdy,100,0.155,0.6779999999999999,0.152,0.8812756264236904,0.0322,0.309,0.623,1
646,Growing Pains,Birdy,100,0.11800000000000001,0.43200000000000005,0.304,0.8489597570235385,0.121,0.589,0.833,3
647,Shadow,Birdy,100,0.406,0.521,0.11199999999999999,0.782596810933941,0.0398,0.281,0.643,2
648,Keeping Your Head Up,Birdy,100,0.156,0.599,0.18899999999999997,0.8628397873955962,0.0527,0.529,0.78,3
649,Skinny Love,Birdy,100,0.9590000000000001,0.37200000000000005,0.13,0.7581776765375856,0.05,0.149,0.304,2
650,Wings,Birdy,100,0.0831,0.474,0.162,0.8779954441913442,0.0253,0.22399999999999998,0.7070000000000001,3
651,Heart of Gold,Birdy,100,0.155,0.6779999999999999,0.152,0.8812756264236904,0.0322,0.309,0.623,1
652,Rockstar,A Great Big World,101,0.0813,0.6579999999999999,0.0932,0.7798329536826122,0.0288,0.621,0.7559999999999999,1
653,Land of Opportunity,A Great Big World,101,0.122,0.6970000000000001,0.16899999999999998,0.7944115413819288,0.0348,0.47200000000000003,0.763,1
654,Already Home,A Great Big World,101,0.31,0.602,0.14,0.7926499620349281,0.0272,0.243,0.40399999999999997,1
655,All I Want Is Love,A Great Big World,101,0.0621,0.706,0.0635,0.8744722854973426,0.026000000000000002,0.337,0.799,1
656,Kaleidoscope,A Great Big World,101,0.0182,0.7090000000000001,0.16699999999999998,0.8593470007593016,0.0748,0.519,0.9129999999999999,1
657,End of the World,A Great Big World,101,0.0709,0.5379999999999999,0.34600000000000003,0.8607137433561126,0.0423,0.32299999999999995,0.72,3
658,When I Was a Boy,A Great Big World,101,0.000227,0.382,0.1,0.8830068337129843,0.0407,0.392,0.7909999999999999,3
659,Chandelier,Sia,102,0.0197,0.39899999999999997,0.0685,0.9282308276385727,0.0499,0.5720000000000001,0.787,3
